,date,teams,home_team,away_team,opposition,result,score,home_goals,away_goals,aggregrate_score,peanalties,competition,season,year,month,day,swansea_goal,opposition_goals
1660,21 Feb 1981,Sheffield Wednesday v Swansea City,Sheffield Wednesday,Swansea City,Sheffield Wednesday,L,2-0,2,0,-,-,League Division Two,1980,1981,2,21,0,2
1661,28 Feb 1981,Swansea City v Bolton Wanderers,Swansea City,Bolton Wanderers,Bolton Wanderers,W,3-0,3,0,-,-,League Division Two,1980,1981,2,28,3,0
1662,06 Mar 1981,Swansea City v Wrexham,Swansea City,Wrexham,Wrexham,W,3-1,3,1,-,-,League Division Two,1980,1981,3,6,3,1
1663,17 Mar 1981,Swansea City v Bristol City,Swansea City,Bristol City,Bristol City,D,0-0,0,0,-,-,League Division Two,1980,1981,3,17,0,0
1664,28 Mar 1981,Grimsby Town v Swansea City,Grimsby Town,Swansea City,Grimsby Town,L,1-0,1,0,-,-,League Division Two,1980,1981,3,28,0,1
1665,31 Mar 1981,Derby County v Swansea City,Derby County,Swansea City,Derby County,W,0-1,0,1,-,-,League Division Two,1980,1981,3,31,1,0
1666,04 Apr 1981,Swansea City v Blackburn Rovers,Swansea City,Blackburn Rovers,Blackburn Rovers,W,2-0,2,0,-,-,League Division Two,1980,1981,4,4,2,0
1667,11 Apr 1981,Orient v Swansea City,Orient,Swansea City,Orient,D,1-1,1,1,-,-,League Division Two,1980,1981,4,11,1,1
1668,18 Apr 1981,Swansea City v Cardiff City,Swansea City,Cardiff City,Cardiff City,D,1-1,1,1,-,-,League Division Two,1980,1981,4,18,1,1
1669,21 Apr 1981,Bristol Rovers v Swansea City,Bristol Rovers,Swansea City,Bristol Rovers,W,1-2,1,2,-,-,League Division Two,1980,1981,4,21,2,1
1670,25 Apr 1981,Swansea City v Chelsea,Swansea City,Chelsea,Chelsea,W,3-0,3,0,-,-,League Division Two,1980,1981,4,25,3,0
1671,27 Apr 1981,Swansea City v Luton Town,Swansea City,Luton Town,Luton Town,D,2-2,2,2,-,-,League Division Two,1980,1981,4,27,2,2
1672,02 May 1981,Preston North End v Swansea City,Preston North End,Swansea City,Preston North End,W,1-3,1,3,-,-,League Division Two,1980,1981,5,2,3,1
1673,29 Aug 1981,Swansea City v Leeds United,Swansea City,Leeds United,Leeds United,W,5-1,5,1,-,-,League Division One,1981,1981,8,29,5,1
1674,01 Sep 1981,Brighton and Hove Albion v Swansea City,Brighton and Hove Albion,Swansea City,Brighton and Hove Albion,W,1-2,1,2,-,-,League Division One,1981,1981,9,1,2,1
1675,05 Sep 1981,West Bromwich Albion v Swansea City,West Bromwich Albion,Swansea City,West Bromwich Albion,L,4-1,4,1,-,-,League Division One,1981,1981,9,5,1,4
1676,12 Sep 1981,Swansea City v Notts County,Swansea City,Notts County,Notts County,W,3-2,3,2,-,-,League Division One,1981,1981,9,12,3,2
1677,16 Sep 1981,Swansea City v Lokomotiv Leipzig,Swansea City,Lokomotiv Leipzig,Lokomotiv Leipzig,L,0-1,0,1,-,-,UEFA European Cup Winners Cup,1981,1981,9,16,0,1
1678,19 Sep 1981,Manchester United v Swansea City,Manchester United,Swansea City,Manchester United,L,1-0,1,0,-,-,League Division One,1981,1981,9,19,0,1
1679,22 Sep 1981,Swansea City v Tottenham Hotspur,Swansea City,Tottenham Hotspur,Tottenham Hotspur,W,2-1,2,1,-,-,League Division One,1981,1981,9,22,2,1
1680,26 Sep 1981,Swansea City v Sunderland,Swansea City,Sunderland,Sunderland,W,2-0,2,0,-,-,League Division One,1981,1981,9,26,2,0
1681,30 Sep 1981,Lokomotiv Leipzig v Swansea City,Lokomotiv Leipzig,Swansea City,Lokomotiv Leipzig,L,2-1,2,1, 3-1,-,UEFA European Cup Winners Cup,1981,1981,9,30,1,2
1682,03 Oct 1981,Liverpool v Swansea City,Liverpool,Swansea City,Liverpool,D,2-2,2,2,-,-,League Division One,1981,1981,10,3,2,2
1683,06 Oct 1981,Barnsley v Swansea City,Barnsley,Swansea City,Barnsley,L,2-0,2,0,-,-,League Cup,1981,1981,10,6,0,2
1684,10 Oct 1981,Swansea City v Arsenal,Swansea City,Arsenal,Arsenal,W,2-0,2,0,-,-,League Division One,1981,1981,10,10,2,0
1685,17 Oct 1981,Stoke City v Swansea City,Stoke City,Swansea City,Stoke City,W,1-2,1,2,-,-,League Division One,1981,1981,10,17,2,1
1686,24 Oct 1981,Coventry City v Swansea City,Coventry City,Swansea City,Coventry City,L,3-1,3,1,-,-,League Division One,1981,1981,10,24,1,3
1687,27 Oct 1981,Swansea City v Barnsley,Swansea City,Barnsley,Barnsley,W,3-2,3,2, 3-4,-,League Cup,1981,1981,10,27,3,2
1688,31 Oct 1981,Swansea City v Wolverhampton Wanderers,Swansea City,Wolverhampton Wanderers,Wolverhampton Wanderers,D,0-0,0,0,-,-,League Division One,1981,1981,10,31,0,0
1689,07 Nov 1981,Ipswich Town v Swansea City,Ipswich Town,Swansea City,Ipswich Town,W,2-3,2,3,-,-,League Division One,1981,1981,11,7,3,2
1690,21 Nov 1981,Manchester City v Swansea City,Manchester City,Swansea City,Manchester City,L,4-0,4,0,-,-,League Division One,1981,1981,11,21,0,4
1691,24 Nov 1981,Swansea City v Brighton and Hove Albion,Swansea City,Brighton and Hove Albion,Brighton and Hove Albion,D,0-0,0,0,-,-,League Division One,1981,1981,11,24,0,0
1692,28 Nov 1981,Swansea City v Birmingham City,Swansea City,Birmingham City,Birmingham City,W,1-0,1,0,-,-,League Division One,1981,1981,11,28,1,0
1693,05 Dec 1981,Everton v Swansea City,Everton,Swansea City,Everton,L,3-1,3,1,-,-,League Division One,1981,1981,12,5,1,3
1694,12 Dec 1981,Swansea City v Nottingham Forest,Swansea City,Nottingham Forest,Nottingham Forest,L,1-2,1,2,-,-,League Division One,1981,1981,12,12,1,2
1695,15 Dec 1981,Swansea City v Aston Villa,Swansea City,Aston Villa,Aston Villa,W,2-1,2,1,-,-,League Division One,1981,1981,12,15,2,1
1696,28 Dec 1981,Southampton v Swansea City,Southampton,Swansea City,Southampton,L,3-1,3,1,-,-,League Division One,1981,1981,12,28,1,3
1697,02 Jan 1982,Swansea City v Liverpool,Swansea City,Liverpool,Liverpool,L,0-4,0,4,-,-,FA Cup,1981,1982,1,2,0,4
1698,16 Jan 1982,Leeds United v Swansea City,Leeds United,Swansea City,Leeds United,L,2-0,2,0,-,-,League Division One,1981,1982,1,16,0,2
1699,30 Jan 1982,Swansea City v Manchester United,Swansea City,Manchester United,Manchester United,W,2-0,2,0,-,-,League Division One,1981,1982,1,30,2,0
1700,06 Feb 1982,Notts County v Swansea City,Notts County,Swansea City,Notts County,W,0-1,0,1,-,-,League Division One,1981,1982,2,6,1,0
1701,13 Feb 1982,Middlesbrough v Swansea City,Middlesbrough,Swansea City,Middlesbrough,D,1-1,1,1,-,-,League Division One,1981,1982,2,13,1,1
1702,16 Feb 1982,Swansea City v Liverpool,Swansea City,Liverpool,Liverpool,W,2-0,2,0,-,-,League Division One,1981,1982,2,16,2,0
1703,20 Feb 1982,Sunderland v Swansea City,Sunderland,Swansea City,Sunderland,W,0-1,0,1,-,-,League Division One,1981,1982,2,20,1,0
1704,27 Feb 1982,Arsenal v Swansea City,Arsenal,Swansea City,Arsenal,W,0-2,0,2,-,-,League Division One,1981,1982,2,27,2,0
1705,06 Mar 1982,Swansea City v Stoke City,Swansea City,Stoke City,Stoke City,W,3-0,3,0,-,-,League Division One,1981,1982,3,6,3,0
1706,13 Mar 1982,Swansea City v Coventry City,Swansea City,Coventry City,Coventry City,D,0-0,0,0,-,-,League Division One,1981,1982,3,13,0,0
1707,20 Mar 1982,Wolverhampton Wanderers v Swansea City,Wolverhampton Wanderers,Swansea City,Wolverhampton Wanderers,W,0-1,0,1,-,-,League Division One,1981,1982,3,20,1,0
1708,27 Mar 1982,Swansea City v Ipswich Town,Swansea City,Ipswich Town,Ipswich Town,L,1-2,1,2,-,-,League Division One,1981,1982,3,27,1,2
1709,30 Mar 1982,Swansea City v West Ham United,Swansea City,West Ham United,West Ham United,L,0-1,0,1,-,-,League Division One,1981,1982,3,30,0,1
1710,06 Apr 1982,Swansea City v West Bromwich Albion,Swansea City,West Bromwich Albion,West Bromwich Albion,W,3-1,3,1,-,-,League Division One,1981,1982,4,6,3,1
1711,10 Apr 1982,West Ham United v Swansea City,West Ham United,Swansea City,West Ham United,D,1-1,1,1,-,-,League Division One,1981,1982,4,10,1,1
1712,13 Apr 1982,Swansea City v Southampton,Swansea City,Southampton,Southampton,W,1-0,1,0,-,-,League Division One,1981,1982,4,13,1,0
1713,17 Apr 1982,Swansea City v Manchester City,Swansea City,Manchester City,Manchester City,W,2-0,2,0,-,-,League Division One,1981,1982,4,17,2,0
1714,24 Apr 1982,Birmingham City v Swansea City,Birmingham City,Swansea City,Birmingham City,L,2-1,2,1,-,-,League Division One,1981,1982,4,24,1,2
1715,01 May 1982,Swansea City v Everton,Swansea City,Everton,Everton,L,1-3,1,3,-,-,League Division One,1981,1982,5,1,1,3
1716,05 May 1982,Tottenham Hotspur v Swansea City,Tottenham Hotspur,Swansea City,Tottenham Hotspur,L,2-1,2,1,-,-,League Division One,1981,1982,5,5,1,2
1717,08 May 1982,Nottingham Forest v Swansea City,Nottingham Forest,Swansea City,Nottingham Forest,W,0-2,0,2,-,-,League Division One,1981,1982,5,8,2,0
1718,15 May 1982,Swansea City v Middlesbrough,Swansea City,Middlesbrough,Middlesbrough,L,1-2,1,2,-,-,League Division One,1981,1982,5,15,1,2
1719,21 May 1982,Aston Villa v Swansea City,Aston Villa,Swansea City,Aston Villa,L,3-0,3,0,-,-,League Division One,1981,1982,5,21,0,3
1720,17 Aug 1982,Swansea City v Sporting Braga,Swansea City,Sporting Braga,Sporting Braga,W,3-0,3,0,-,-,UEFA European Cup Winners Cup,1982,1982,8,17,3,0
1721,25 Aug 1982,Sporting Braga v Swansea City,Sporting Braga,Swansea City,Sporting Braga,L,1-0,1,0, 1-3,-,UEFA European Cup Winners Cup,1982,1982,8,25,0,1
1722,28 Aug 1982,Notts County v Swansea City,Notts County,Swansea City,Notts County,D,0-0,0,0,-,-,League Division One,1982,1982,8,28,0,0
1723,31 Aug 1982,Swansea City v Coventry City,Swansea City,Coventry City,Coventry City,W,2-1,2,1,-,-,League Division One,1982,1982,8,31,2,1
1724,04 Sep 1982,Swansea City v Norwich City,Swansea City,Norwich City,Norwich City,W,4-0,4,0,-,-,League Division One,1982,1982,9,4,4,0
1725,07 Sep 1982,Watford v Swansea City,Watford,Swansea City,Watford,L,2-1,2,1,-,-,League Division One,1982,1982,9,7,1,2
1726,11 Sep 1982,Stoke City v Swansea City,Stoke City,Swansea City,Stoke City,L,4-1,4,1,-,-,League Division One,1982,1982,9,11,1,4
1727,15 Sep 1982,Swansea City v Sliema Wanderers,Swansea City,Sliema Wanderers,Sliema Wanderers,W,12-0,12,0,-,-,UEFA European Cup Winners Cup,1982,1982,9,15,12,0
1728,18 Sep 1982,Swansea City v Liverpool,Swansea City,Liverpool,Liverpool,L,0-3,0,3,-,-,League Division One,1982,1982,9,18,0,3
1729,25 Sep 1982,Aston Villa v Swansea City,Aston Villa,Swansea City,Aston Villa,L,2-0,2,0,-,-,League Division One,1982,1982,9,25,0,2
1730,29 Sep 1982,Sliema Wanderers v Swansea City,Sliema Wanderers,Swansea City,Sliema Wanderers,W,0-5,0,5, 0-17,-,UEFA European Cup Winners Cup,1982,1982,9,29,5,0
1731,02 Oct 1982,Swansea City v Tottenham Hotspur,Swansea City,Tottenham Hotspur,Tottenham Hotspur,W,2-0,2,0,-,-,League Division One,1982,1982,10,2,2,0
1732,05 Oct 1982,Bristol Rovers v Swansea City,Bristol Rovers,Swansea City,Bristol Rovers,L,1-0,1,0,-,-,League Cup,1982,1982,10,5,0,1
1733,09 Oct 1982,Brighton and Hove Albion v Swansea City,Brighton and Hove Albion,Swansea City,Brighton and Hove Albion,D,1-1,1,1,-,-,League Division One,1982,1982,10,9,1,1
1734,16 Oct 1982,Swansea City v Everton,Swansea City,Everton,Everton,L,0-3,0,3,-,-,League Division One,1982,1982,10,16,0,3
1735,20 Oct 1982,Swansea City v Paris St Germain,Swansea City,Paris St Germain,Paris St Germain,L,0-1,0,1,-,-,UEFA European Cup Winners Cup,1982,1982,10,20,0,1
1736,23 Oct 1982,Swansea City v Southampton,Swansea City,Southampton,Southampton,W,3-2,3,2,-,-,League Division One,1982,1982,10,23,3,2
1737,26 Oct 1982,Swansea City v Bristol Rovers,Swansea City,Bristol Rovers,Bristol Rovers,W,3-0,3,0, 3-1,-,League Cup,1982,1982,10,26,3,0
1738,30 Oct 1982,Manchester City v Swansea City,Manchester City,Swansea City,Manchester City,L,2-1,2,1,-,-,League Division One,1982,1982,10,30,1,2
1739,03 Nov 1982,Paris St Germain v Swansea City,Paris St Germain,Swansea City,Paris St Germain,L,2-0,2,0, 3-0,-,UEFA European Cup Winners Cup,1982,1982,11,3,0,2
1740,06 Nov 1982,Swansea City v Sunderland,Swansea City,Sunderland,Sunderland,W,3-0,3,0,-,-,League Division One,1982,1982,11,6,3,0
1741,09 Nov 1982,Brentford v Swansea City,Brentford,Swansea City,Brentford,D,1-1,1,1,-,-,League Cup,1982,1982,11,9,1,1
1742,13 Nov 1982,West Bromwich Albion v Swansea City,West Bromwich Albion,Swansea City,West Bromwich Albion,D,3-3,3,3,-,-,League Division One,1982,1982,11,13,3,3
1743,17 Nov 1982,Swansea City v Brentford,Swansea City,Brentford,Brentford,L,1-2,1,2,-,-,League Cup,1982,1982,11,17,1,2
1744,20 Nov 1982,Swansea City v Arsenal,Swansea City,Arsenal,Arsenal,L,1-2,1,2,-,-,League Division One,1982,1982,11,20,1,2
1745,27 Nov 1982,Ipswich Town v Swansea City,Ipswich Town,Swansea City,Ipswich Town,L,3-1,3,1,-,-,League Division One,1982,1982,11,27,1,3
1746,04 Dec 1982,Swansea City v Luton Town,Swansea City,Luton Town,Luton Town,W,2-0,2,0,-,-,League Division One,1982,1982,12,4,2,0
1747,11 Dec 1982,Nottingham Forest v Swansea City,Nottingham Forest,Swansea City,Nottingham Forest,L,2-1,2,1,-,-,League Division One,1982,1982,12,11,1,2
1748,18 Dec 1982,Swansea City v Manchester United,Swansea City,Manchester United,Manchester United,D,0-0,0,0,-,-,League Division One,1982,1982,12,18,0,0
1749,27 Dec 1982,West Ham United v Swansea City,West Ham United,Swansea City,West Ham United,L,3-2,3,2,-,-,League Division One,1982,1982,12,27,2,3
1750,29 Dec 1982,Swansea City v Birmingham City,Swansea City,Birmingham City,Birmingham City,D,0-0,0,0,-,-,League Division One,1982,1982,12,29,0,0
1751,01 Jan 1983,Arsenal v Swansea City,Arsenal,Swansea City,Arsenal,L,2-1,2,1,-,-,League Division One,1982,1983,1,1,1,2
1752,03 Jan 1983,Norwich City v Swansea City,Norwich City,Swansea City,Norwich City,L,1-0,1,0,-,-,League Division One,1982,1983,1,3,0,1
1753,08 Jan 1983,Norwich City v Swansea City,Norwich City,Swansea City,Norwich City,L,2-1,2,1,-,-,FA Cup,1982,1983,1,8,1,2
1754,15 Jan 1983,Swansea City v Notts County,Swansea City,Notts County,Notts County,W,2-0,2,0,-,-,League Division One,1982,1983,1,15,2,0
1755,22 Jan 1983,Coventry City v Swansea City,Coventry City,Swansea City,Coventry City,D,0-0,0,0,-,-,League Division One,1982,1983,1,22,0,0
1756,06 Feb 1983,Swansea City v Watford,Swansea City,Watford,Watford,L,1-3,1,3,-,-,League Division One,1982,1983,2,6,1,3
1757,12 Feb 1983,Tottenham Hotspur v Swansea City,Tottenham Hotspur,Swansea City,Tottenham Hotspur,L,1-0,1,0,-,-,League Division One,1982,1983,2,12,0,1
1758,26 Feb 1983,Everton v Swansea City,Everton,Swansea City,Everton,D,2-2,2,2,-,-,League Division One,1982,1983,2,26,2,2
1759,01 Mar 1983,Swansea City v Brighton and Hove Albion,Swansea City,Brighton and Hove Albion,Brighton and Hove Albion,L,1-2,1,2,-,-,League Division One,1982,1983,3,1,1,2
1760,05 Mar 1983,Southampton v Swansea City,Southampton,Swansea City,Southampton,L,2-1,2,1,-,-,League Division One,1982,1983,3,5,1,2
1761,12 Mar 1983,Swansea City v Manchester City,Swansea City,Manchester City,Manchester City,W,4-1,4,1,-,-,League Division One,1982,1983,3,12,4,1
1762,19 Mar 1983,Sunderland v Swansea City,Sunderland,Swansea City,Sunderland,D,1-1,1,1,-,-,League Division One,1982,1983,3,19,1,1
1763,26 Mar 1983,Swansea City v West Bromwich Albion,Swansea City,West Bromwich Albion,West Bromwich Albion,W,2-1,2,1,-,-,League Division One,1982,1983,3,26,2,1
1764,02 Apr 1983,Birmingham City v Swansea City,Birmingham City,Swansea City,Birmingham City,D,1-1,1,1,-,-,League Division One,1982,1983,4,2,1,1
1765,05 Apr 1983,Swansea City v West Ham United,Swansea City,West Ham United,West Ham United,L,1-5,1,5,-,-,League Division One,1982,1983,4,5,1,5
1766,09 Apr 1983,Liverpool v Swansea City,Liverpool,Swansea City,Liverpool,L,3-0,3,0,-,-,League Division One,1982,1983,4,9,0,3
1767,16 Apr 1983,Swansea City v Stoke City,Swansea City,Stoke City,Stoke City,D,1-1,1,1,-,-,League Division One,1982,1983,4,16,1,1
1768,23 Apr 1983,Luton Town v Swansea City,Luton Town,Swansea City,Luton Town,L,3-1,3,1,-,-,League Division One,1982,1983,4,23,1,3
1769,30 Apr 1983,Swansea City v Ipswich Town,Swansea City,Ipswich Town,Ipswich Town,D,1-1,1,1,-,-,League Division One,1982,1983,4,30,1,1
1770,02 May 1983,Swansea City v Aston Villa,Swansea City,Aston Villa,Aston Villa,W,2-1,2,1,-,-,League Division One,1982,1983,5,2,2,1
1771,07 May 1983,Manchester United v Swansea City,Manchester United,Swansea City,Manchester United,L,2-1,2,1,-,-,League Division One,1982,1983,5,7,1,2
1772,14 May 1983,Swansea City v Nottingham Forest,Swansea City,Nottingham Forest,Nottingham Forest,L,0-3,0,3,-,-,League Division One,1982,1983,5,14,0,3
1773,24 Aug 1983,Swansea City v Magdeburg,Swansea City,Magdeburg,Magdeburg,D,1-1,1,1,-,-,UEFA European Cup Winners Cup,1983,1983,8,24,1,1
1774,27 Aug 1983,Swansea City v Sheffield Wednesday,Swansea City,Sheffield Wednesday,Sheffield Wednesday,L,0-1,0,1,-,-,League Division Two,1983,1983,8,27,0,1
1775,31 Aug 1983,Magdeburg v Swansea City,Magdeburg,Swansea City,Magdeburg,L,1-0,1,0, 2-1,-,UEFA European Cup Winners Cup,1983,1983,8,31,0,1
1776,03 Sep 1983,Derby County v Swansea City,Derby County,Swansea City,Derby County,L,2-1,2,1,-,-,League Division Two,1983,1983,9,3,1,2
1777,06 Sep 1983,Swansea City v Oldham Athletic,Swansea City,Oldham Athletic,Oldham Athletic,D,0-0,0,0,-,-,League Division Two,1983,1983,9,6,0,0
1778,10 Sep 1983,Swansea City v Brighton and Hove Albion,Swansea City,Brighton and Hove Albion,Brighton and Hove Albion,L,1-3,1,3,-,-,League Division Two,1983,1983,9,10,1,3
1779,17 Sep 1983,Huddersfield Town v Swansea City,Huddersfield Town,Swansea City,Huddersfield Town,L,1-0,1,0,-,-,League Division Two,1983,1983,9,17,0,1
1780,24 Sep 1983,Swansea City v Cambridge United,Swansea City,Cambridge United,Cambridge United,W,2-1,2,1,-,-,League Division Two,1983,1983,9,24,2,1
1781,01 Oct 1983,Fulham v Swansea City,Fulham,Swansea City,Fulham,L,5-0,5,0,-,-,League Division Two,1983,1983,10,1,0,5
1782,04 Oct 1983,Swansea City v Colchester United,Swansea City,Colchester United,Colchester United,D,1-1,1,1,-,-,League Cup,1983,1983,10,4,1,1
1783,08 Oct 1983,Manchester City v Swansea City,Manchester City,Swansea City,Manchester City,L,2-1,2,1,-,-,League Division Two,1983,1983,10,8,1,2
1784,16 Oct 1983,Swansea City v Newcastle United,Swansea City,Newcastle United,Newcastle United,L,1-2,1,2,-,-,League Division Two,1983,1983,10,16,1,2
1785,22 Oct 1983,Charlton Athletic v Swansea City,Charlton Athletic,Swansea City,Charlton Athletic,D,2-2,2,2,-,-,League Division Two,1983,1983,10,22,2,2
1786,25 Oct 1983,Colchester United v Swansea City,Colchester United,Swansea City,Colchester United,L,1-0,1,0, 2-1,-,League Cup,1983,1983,10,25,0,1
1787,29 Oct 1983,Swansea City v Blackburn Rovers,Swansea City,Blackburn Rovers,Blackburn Rovers,L,0-1,0,1,-,-,League Division Two,1983,1983,10,29,0,1
1788,05 Nov 1983,Swansea City v Carlisle United,Swansea City,Carlisle United,Carlisle United,D,0-0,0,0,-,-,League Division Two,1983,1983,11,5,0,0
1789,12 Nov 1983,Barnsley v Swansea City,Barnsley,Swansea City,Barnsley,L,3-2,3,2,-,-,League Division Two,1983,1983,11,12,2,3
1790,19 Nov 1983,Swansea City v Grimsby Town,Swansea City,Grimsby Town,Grimsby Town,L,0-1,0,1,-,-,League Division Two,1983,1983,11,19,0,1
1791,22 Nov 1983,Swansea City v Chelsea,Swansea City,Chelsea,Chelsea,L,1-3,1,3,-,-,League Division Two,1983,1983,11,22,1,3
1792,26 Nov 1983,Middlesbrough v Swansea City,Middlesbrough,Swansea City,Middlesbrough,L,1-0,1,0,-,-,League Division Two,1983,1983,11,26,0,1
1793,03 Dec 1983,Swansea City v Crystal Palace,Swansea City,Crystal Palace,Crystal Palace,W,1-0,1,0,-,-,League Division Two,1983,1983,12,3,1,0
1794,06 Dec 1983,Chelsea v Swansea City,Chelsea,Swansea City,Chelsea,L,6-1,6,1,-,-,League Division Two,1983,1983,12,6,1,6
1795,17 Dec 1983,Swansea City v Portsmouth,Swansea City,Portsmouth,Portsmouth,L,1-2,1,2,-,-,League Division Two,1983,1983,12,17,1,2
1796,26 Dec 1983,Cardiff City v Swansea City,Cardiff City,Swansea City,Cardiff City,L,3-2,3,2,-,-,League Division Two,1983,1983,12,26,2,3
1797,27 Dec 1983,Swansea City v Shrewsbury Town,Swansea City,Shrewsbury Town,Shrewsbury Town,L,0-2,0,2,-,-,League Division Two,1983,1983,12,27,0,2
1798,31 Dec 1983,Swansea City v Derby County,Swansea City,Derby County,Derby County,W,2-0,2,0,-,-,League Division Two,1983,1983,12,31,2,0
1799,02 Jan 1984,Cambridge United v Swansea City,Cambridge United,Swansea City,Cambridge United,D,1-1,1,1,-,-,League Division Two,1983,1984,1,2,1,1
1800,07 Jan 1984,Brighton and Hove Albion v Swansea City,Brighton and Hove Albion,Swansea City,Brighton and Hove Albion,L,2-0,2,0,-,-,FA Cup,1983,1984,1,7,0,2
1801,14 Jan 1984,Sheffield Wednesday v Swansea City,Sheffield Wednesday,Swansea City,Sheffield Wednesday,L,6-1,6,1,-,-,League Division Two,1983,1984,1,14,1,6
1802,18 Jan 1984,Swansea City v Huddersfield Town,Swansea City,Huddersfield Town,Huddersfield Town,D,2-2,2,2,-,-,League Division Two,1983,1984,1,18,2,2
1803,05 Feb 1984,Swansea City v Fulham,Swansea City,Fulham,Fulham,L,0-3,0,3,-,-,League Division Two,1983,1984,2,5,0,3
1804,11 Feb 1984,Brighton and Hove Albion v Swansea City,Brighton and Hove Albion,Swansea City,Brighton and Hove Albion,D,1-1,1,1,-,-,League Division Two,1983,1984,2,11,1,1
1805,15 Feb 1984,Leeds United v Swansea City,Leeds United,Swansea City,Leeds United,L,1-0,1,0,-,-,League Division Two,1983,1984,2,15,0,1
1806,25 Feb 1984,Swansea City v Charlton Athletic,Swansea City,Charlton Athletic,Charlton Athletic,W,1-0,1,0,-,-,League Division Two,1983,1984,2,25,1,0
